"","SKU.Code","Design.No.","Stock","Category","Size","Color"
"4756","JNE3580-DR-L","JNE3580",2,"DRESS","L","Pink"
"4757","JNE3580-DR-M","JNE3580",1,"DRESS","M","Pink"
"4758","JNE3580-DR-S","JNE3580",0,"DRESS","S","Pink"
"4759","JNE3580-DR-XL","JNE3580",0,"DRESS","XL","Pink"
"4760","JNE3580-DR-XS","JNE3580",3,"DRESS","XS","Pink"
"4761","JNE3580-DR-XXL","JNE3580",2,"DRESS","XXL","Pink"
"4762","JNE3580-DR-XXXL","JNE3580",2,"DRESS","XXXL","Pink"
"4763","JNE3581-KR-L","JNE3581",0,"KURTA","L","Pink"
"4764","JNE3581-KR-M","JNE3581",13,"KURTA","M","Pink"
"4765","JNE3581-KR-S","JNE3581",48,"KURTA","S","Pink"
"4766","JNE3581-KR-XL","JNE3581",23,"KURTA","XL","Pink"
"4767","JNE3581-KR-XXL","JNE3581",35,"KURTA","XXL","Pink"
"4768","JNE3601-KR-L","JNE3601",70,"KURTA","L","Light Green"
"4769","JNE3601-KR-M","JNE3601",83,"KURTA","M","Light Green"
"4770","JNE3601-KR-S","JNE3601",56,"KURTA","S","Light Green"
"4771","JNE3601-KR-XL","JNE3601",75,"KURTA","XL","Light Green"
"4772","JNE3601-KR-XS","JNE3601",1,"KURTA","XS","Light Green"
"4773","JNE3601-KR-XXL","JNE3601",15,"KURTA","XXL","Light Green"
"4774","JNE3601-KR-XXXL","JNE3601",1,"KURTA","XXXL","Light Green"
"4775","JNE3602-KR-L","JNE3602",128,"KURTA","L","Pink"
"4776","JNE3602-KR-M","JNE3602",93,"KURTA","M","Pink"
"4777","JNE3602-KR-S","JNE3602",42,"KURTA","S","Pink"
"4778","JNE3602-KR-XL","JNE3602",154,"KURTA","XL","Pink"
"4779","JNE3602-KR-XS","JNE3602",22,"KURTA","XS","Pink"
"4780","JNE3602-KR-XXL","JNE3602",76,"KURTA","XXL","Pink"
"4781","JNE3602-KR-XXXL","JNE3602",78,"KURTA","XXXL","Pink"
"4782","JNE3603-KR-L","JNE3603",8,"KURTA","L","Wine"
"4783","JNE3603-KR-M","JNE3603",9,"KURTA","M","Wine"
"4784","JNE3603-KR-S","JNE3603",20,"KURTA","S","Wine"
"4785","JNE3603-KR-XL","JNE3603",5,"KURTA","XL","Wine"
"4786","JNE3603-KR-XS","JNE3603",56,"KURTA","XS","Wine"
"4787","JNE3603-KR-XXL","JNE3603",6,"KURTA","XXL","Wine"
"4788","JNE3603-KR-XXXL","JNE3603",1,"KURTA","XXXL","Wine"
"4789","JNE3604-KR-L","JNE3604",75,"KURTA","L","Magenta"
"4790","JNE3604-KR-M","JNE3604",67,"KURTA","M","Magenta"
"4791","JNE3604-KR-S","JNE3604",90,"KURTA","S","Magenta"
"4792","JNE3604-KR-XL","JNE3604",62,"KURTA","XL","Magenta"
"4793","JNE3604-KR-XS","JNE3604",15,"KURTA","XS","Magenta"
"4794","JNE3604-KR-XXL","JNE3604",74,"KURTA","XXL","Magenta"
"4795","JNE3604-KR-XXXL","JNE3604",2,"KURTA","XXXL","Magenta"
"4796","JNE3605-KR-L","JNE3605",3,"KURTA","L","Pink"
"4797","JNE3605-KR-M","JNE3605",3,"KURTA","M","Pink"
"4798","JNE3605-KR-S","JNE3605",12,"KURTA","S","Pink"
"4799","JNE3605-KR-XL","JNE3605",7,"KURTA","XL","Pink"
"4800","JNE3605-KR-XS","JNE3605",9,"KURTA","XS","Pink"
"4801","JNE3605-KR-XXL","JNE3605",2,"KURTA","XXL","Pink"
"4802","JNE3605-KR-XXXL","JNE3605",15,"KURTA","XXXL","Pink"
"4803","JNE3606-KR-L","JNE3606",5,"KURTA","L","Beige"
"4804","JNE3606-KR-M","JNE3606",2,"KURTA","M","Beige"
"4805","JNE3606-KR-S","JNE3606",12,"KURTA","S","Beige"
"4806","JNE3606-KR-XL","JNE3606",4,"KURTA","XL","Beige"
"4807","JNE3606-KR-XS","JNE3606",7,"KURTA","XS","Beige"
"4808","JNE3606-KR-XXL","JNE3606",15,"KURTA","XXL","Beige"
"4809","JNE3606-KR-XXXL","JNE3606",4,"KURTA","XXXL","Beige"
"4810","JNE3607-KR-L","JNE3607",350,"KURTA","L","Maroon"
"4811","JNE3607-KR-M","JNE3607",257,"KURTA","M","Maroon"
"4812","JNE3607-KR-S","JNE3607",72,"KURTA","S","Maroon"
"4813","JNE3607-KR-XL","JNE3607",317,"KURTA","XL","Maroon"
"4814","JNE3607-KR-XS","JNE3607",244,"KURTA","XS","Maroon"
"4815","JNE3607-KR-XXL","JNE3607",281,"KURTA","XXL","Maroon"
"4816","JNE3607-KR-XXXL","JNE3607",181,"KURTA","XXXL","Maroon"
"4817","JNE3608-KR-L","JNE3608",9,"KURTA","L","Maroon"
"4818","JNE3608-KR-M","JNE3608",30,"KURTA","M","Maroon"
"4819","JNE3608-KR-S","JNE3608",30,"KURTA","S","Maroon"
"4820","JNE3608-KR-XL","JNE3608",13,"KURTA","XL","Maroon"
"4821","JNE3608-KR-XS","JNE3608",9,"KURTA","XS","Maroon"
"4822","JNE3608-KR-XXL","JNE3608",24,"KURTA","XXL","Maroon"
"4823","JNE3608-KR-XXXL","JNE3608",2,"KURTA","XXXL","Maroon"
"4824","JNE3609-KR-L","JNE3609",13,"KURTA","L","White"
"4825","JNE3609-KR-M","JNE3609",34,"KURTA","M","White"
"4826","JNE3609-KR-S","JNE3609",7,"KURTA","S","White"
"4827","JNE3609-KR-XL","JNE3609",7,"KURTA","XL","White"
"4828","JNE3609-KR-XS","JNE3609",28,"KURTA","XS","White"
"4829","JNE3609-KR-XXL","JNE3609",10,"KURTA","XXL","White"
"4830","JNE3609-KR-XXXL","JNE3609",10,"KURTA","XXXL","White"
"4831","JNE3610-KR-L","JNE3610",32,"KURTA","L","TEAL GREEN "
"4832","JNE3610-KR-M","JNE3610",41,"KURTA","M","TEAL GREEN "
"4833","JNE3610-KR-S","JNE3610",50,"KURTA","S","TEAL GREEN "
"4834","JNE3610-KR-XL","JNE3610",40,"KURTA","XL","TEAL GREEN "
"4835","JNE3610-KR-XS","JNE3610",20,"KURTA","XS","TEAL GREEN "
"4836","JNE3610-KR-XXL","JNE3610",17,"KURTA","XXL","TEAL GREEN "
"4837","JNE3610-KR-XXXL","JNE3610",3,"KURTA","XXXL","TEAL GREEN "
"4838","JNE3611-KR-L","JNE3611",267,"KURTA","L","Black"
"4839","JNE3611-KR-M","JNE3611",217,"KURTA","M","Black"
"4840","JNE3611-KR-S","JNE3611",304,"KURTA","S","Black"
"4841","JNE3611-KR-XL","JNE3611",140,"KURTA","XL","Black"
"4842","JNE3611-KR-XS","JNE3611",260,"KURTA","XS","Black"
"4843","JNE3611-KR-XXL","JNE3611",98,"KURTA","XXL","Black"
"4844","JNE3611-KR-XXXL","JNE3611",207,"KURTA","XXXL","Black"
"4845","JNE3612-KR-L","JNE3612",14,"KURTA","L","Light Green"
"4846","JNE3612-KR-M","JNE3612",45,"KURTA","M","Light Green"
"4847","JNE3612-KR-S","JNE3612",15,"KURTA","S","Light Green"
"4848","JNE3612-KR-XL","JNE3612",7,"KURTA","XL","Light Green"
"4849","JNE3612-KR-XS","JNE3612",8,"KURTA","XS","Light Green"
"4850","JNE3612-KR-XXL","JNE3612",19,"KURTA","XXL","Light Green"
"4851","JNE3612-KR-XXXL","JNE3612",2,"KURTA","XXXL","Light Green"
"4852","JNE3613-KR-L","JNE3613",779,"KURTA","L","Teal"
"4853","JNE3613-KR-M","JNE3613",485,"KURTA","M","Teal"
"4854","JNE3613-KR-S","JNE3613",259,"KURTA","S","Teal"
"4855","JNE3613-KR-XL","JNE3613",593,"KURTA","XL","Teal"
"4856","JNE3613-KR-XS","JNE3613",192,"KURTA","XS","Teal"
"4857","JNE3613-KR-XXL","JNE3613",504,"KURTA","XXL","Teal"
"4858","JNE3613-KR-XXXL","JNE3613",609,"KURTA","XXXL","Teal"
"4859","JNE3614-KR-L","JNE3614",57,"KURTA","L","TEAL GREEN "
"4860","JNE3614-KR-M","JNE3614",76,"KURTA","M","TEAL GREEN "
"4861","JNE3614-KR-S","JNE3614",81,"KURTA","S","TEAL GREEN "
"4862","JNE3614-KR-XL","JNE3614",54,"KURTA","XL","TEAL GREEN "
"4863","JNE3614-KR-XS","JNE3614",17,"KURTA","XS","TEAL GREEN "
"4864","JNE3614-KR-XXL","JNE3614",39,"KURTA","XXL","TEAL GREEN "
"4865","JNE3614-KR-XXXL","JNE3614",27,"KURTA","XXXL","TEAL GREEN "
"4866","JNE3615-KR-L","JNE3615",91,"KURTA","L","Navy Blue"
"4867","JNE3615-KR-M","JNE3615",57,"KURTA","M","Navy Blue"
"4868","JNE3615-KR-S","JNE3615",68,"KURTA","S","Navy Blue"
"4869","JNE3615-KR-XL","JNE3615",22,"KURTA","XL","Navy Blue"
"4870","JNE3615-KR-XS","JNE3615",8,"KURTA","XS","Navy Blue"
"4871","JNE3615-KR-XXL","JNE3615",13,"KURTA","XXL","Navy Blue"
"4872","JNE3615-KR-XXXL","JNE3615",0,"KURTA","XXXL","Navy Blue"
"4873","JNE3616-KR-L","JNE3616",5,"KURTA","L","Maroon"
"4874","JNE3616-KR-M","JNE3616",7,"KURTA","M","Maroon"
"4875","JNE3616-KR-S","JNE3616",16,"KURTA","S","Maroon"
"4876","JNE3616-KR-XL","JNE3616",4,"KURTA","XL","Maroon"
"4877","JNE3616-KR-XS","JNE3616",5,"KURTA","XS","Maroon"
"4878","JNE3616-KR-XXL","JNE3616",3,"KURTA","XXL","Maroon"
"4879","JNE3616-KR-XXXL","JNE3616",6,"KURTA","XXXL","Maroon"
"4880","JNE3617-KR-L","JNE3617",44,"KURTA","L","Black"
"4881","JNE3617-KR-M","JNE3617",47,"KURTA","M","Black"
"4882","JNE3617-KR-S","JNE3617",120,"KURTA","S","Black"
"4883","JNE3617-KR-XL","JNE3617",45,"KURTA","XL","Black"
"4884","JNE3617-KR-XS","JNE3617",13,"KURTA","XS","Black"
"4885","JNE3617-KR-XXL","JNE3617",91,"KURTA","XXL","Black"
"4886","JNE3617-KR-XXXL","JNE3617",3,"KURTA","XXXL","Black"
"4887","JNE3618-KR-L","JNE3618",1,"KURTA","L","Teal"
"4888","JNE3618-KR-M","JNE3618",9,"KURTA","M","Teal"
"4889","JNE3618-KR-S","JNE3618",7,"KURTA","S","Teal"
"4890","JNE3618-KR-XL","JNE3618",5,"KURTA","XL","Teal"
"4891","JNE3618-KR-XS","JNE3618",8,"KURTA","XS","Teal"
"4892","JNE3618-KR-XXL","JNE3618",2,"KURTA","XXL","Teal"
"4893","JNE3618-KR-XXXL","JNE3618",13,"KURTA","XXXL","Teal"
"4894","JNE3619-KR-L","JNE3619",10,"KURTA","L","Black"
"4895","JNE3619-KR-M","JNE3619",9,"KURTA","M","Black"
"4896","JNE3619-KR-S","JNE3619",24,"KURTA","S","Black"
"4897","JNE3619-KR-XL","JNE3619",10,"KURTA","XL","Black"
"4898","JNE3619-KR-XS","JNE3619",3,"KURTA","XS","Black"
"4899","JNE3619-KR-XXL","JNE3619",4,"KURTA","XXL","Black"
"4900","JNE3619-KR-XXXL","JNE3619",1,"KURTA","XXXL","Black"
"4901","JNE3620-KR-L","JNE3620",14,"KURTA","L","Magenta"
"4902","JNE3620-KR-M","JNE3620",23,"KURTA","M","Magenta"
"4903","JNE3620-KR-S","JNE3620",21,"KURTA","S","Magenta"
"4904","JNE3620-KR-XL","JNE3620",20,"KURTA","XL","Magenta"
"4905","JNE3620-KR-XS","JNE3620",1,"KURTA","XS","Magenta"
"4906","JNE3620-KR-XXL","JNE3620",2,"KURTA","XXL","Magenta"
"4907","JNE3620-KR-XXXL","JNE3620",2,"KURTA","XXXL","Magenta"
"4908","JNE3621-KR-L","JNE3621",9,"KURTA","L","OFF WHITE"
"4909","JNE3621-KR-M","JNE3621",4,"KURTA","M","OFF WHITE"
"4910","JNE3621-KR-S","JNE3621",8,"KURTA","S","OFF WHITE"
"4911","JNE3621-KR-XL","JNE3621",5,"KURTA","XL","OFF WHITE"
"4912","JNE3621-KR-XS","JNE3621",18,"KURTA","XS","OFF WHITE"
"4913","JNE3621-KR-XXL","JNE3621",5,"KURTA","XXL","OFF WHITE"
"4914","JNE3621-KR-XXXL","JNE3621",17,"KURTA","XXXL","OFF WHITE"
"4915","JNE3622-KR-L","JNE3622",5,"KURTA","L","Black"
"4916","JNE3622-KR-M","JNE3622",2,"KURTA","M","Black"
"4917","JNE3622-KR-S","JNE3622",38,"KURTA","S","Black"
"4918","JNE3622-KR-XL","JNE3622",1,"KURTA","XL","Black"
"4919","JNE3622-KR-XS","JNE3622",25,"KURTA","XS","Black"
"4920","JNE3622-KR-XXL","JNE3622",6,"KURTA","XXL","Black"
"4921","JNE3622-KR-XXXL","JNE3622",2,"KURTA","XXXL","Black"
"4922","JNE3623-KR-L","JNE3623",0,"KURTA","L","Green"
"4923","JNE3623-KR-M","JNE3623",2,"KURTA","M","Green"
"4924","JNE3623-KR-S","JNE3623",2,"KURTA","S","Green"
"4925","JNE3623-KR-XL","JNE3623",0,"KURTA","XL","Green"
"4926","JNE3623-KR-XS","JNE3623",6,"KURTA","XS","Green"
"4927","JNE3623-KR-XXL","JNE3623",0,"KURTA","XXL","Green"
"4928","JNE3623-KR-XXXL","JNE3623",8,"KURTA","XXXL","Green"
"4929","JNE3624-KR-L","JNE3624",0,"KURTA","L","Taupe"
"4930","JNE3624-KR-M","JNE3624",0,"KURTA","M","Taupe"
"4931","JNE3624-KR-S","JNE3624",3,"KURTA","S","Taupe"
"4932","JNE3624-KR-XL","JNE3624",1,"KURTA","XL","Taupe"
"4933","JNE3624-KR-XXL","JNE3624",1,"KURTA","XXL","Taupe"
"4934","JNE3625-DR-L","JNE3625",5,"DRESS","L","Peach"
"4935","JNE3625-DR-M","JNE3625",9,"DRESS","M","Peach"
"4936","JNE3625-DR-S","JNE3625",32,"DRESS","S","Peach"
"4937","JNE3625-DR-XL","JNE3625",8,"DRESS","XL","Peach"
"4938","JNE3625-DR-XS","JNE3625",38,"DRESS","XS","Peach"
"4939","JNE3625-DR-XXL","JNE3625",21,"DRESS","XXL","Peach"
"4940","JNE3625-DR-XXXL","JNE3625",31,"DRESS","XXXL","Peach"
"4941","JNE3626-KR-L","JNE3626",1,"KURTA","L","Black"
"4942","JNE3626-KR-M","JNE3626",2,"KURTA","M","Black"
"4943","JNE3626-KR-S","JNE3626",4,"KURTA","S","Black"
"4944","JNE3626-KR-XL","JNE3626",1,"KURTA","XL","Black"
"4945","JNE3626-KR-XXL","JNE3626",2,"KURTA","XXL","Black"
"4946","JNE3627-KR-L","JNE3627",2,"KURTA","L","Turquoise Blue"
"4947","JNE3627-KR-M","JNE3627",4,"KURTA","M","Turquoise Blue"
"4948","JNE3627-KR-S","JNE3627",3,"KURTA","S","Turquoise Blue"
"4949","JNE3627-KR-XL","JNE3627",4,"KURTA","XL","Turquoise Blue"
"4950","JNE3627-KR-XS","JNE3627",7,"KURTA","XS","Turquoise Blue"
"4951","JNE3627-KR-XXL","JNE3627",3,"KURTA","XXL","Turquoise Blue"
"4952","JNE3627-KR-XXXL","JNE3627",2,"KURTA","XXXL","Turquoise Blue"
"4953","JNE3628-KR-L","JNE3628",3,"KURTA","L","Brown"
"4954","JNE3628-KR-M","JNE3628",2,"KURTA","M","Brown"
"4955","JNE3628-KR-S","JNE3628",37,"KURTA","S","Brown"
"4956","JNE3628-KR-XL","JNE3628",2,"KURTA","XL","Brown"
"4957","JNE3628-KR-XS","JNE3628",56,"KURTA","XS","Brown"
"4958","JNE3628-KR-XXL","JNE3628",6,"KURTA","XXL","Brown"
"4959","JNE3628-KR-XXXL","JNE3628",34,"KURTA","XXXL","Brown"
"4960","JNE3629-KR-L","JNE3629",3,"KURTA","L","Green"
"4961","JNE3629-KR-M","JNE3629",1,"KURTA","M","Green"
"4962","JNE3629-KR-S","JNE3629",10,"KURTA","S","Green"
"4963","JNE3629-KR-XL","JNE3629",2,"KURTA","XL","Green"
"4964","JNE3629-KR-XS","JNE3629",21,"KURTA","XS","Green"
"4965","JNE3629-KR-XXL","JNE3629",1,"KURTA","XXL","Green"
"4966","JNE3629-KR-XXXL","JNE3629",7,"KURTA","XXXL","Green"
"4967","JNE3630-KR-L","JNE3630",11,"KURTA","L","Blue"
"4968","JNE3630-KR-M","JNE3630",9,"KURTA","M","Blue"
"4969","JNE3630-KR-S","JNE3630",16,"KURTA","S","Blue"
"4970","JNE3630-KR-XL","JNE3630",8,"KURTA","XL","Blue"
"4971","JNE3630-KR-XS","JNE3630",17,"KURTA","XS","Blue"
"4972","JNE3630-KR-XXL","JNE3630",4,"KURTA","XXL","Blue"
"4973","JNE3630-KR-XXXL","JNE3630",4,"KURTA","XXXL","Blue"
"4974","JNE3631-DR-L","JNE3631",1,"DRESS","L","Blue"
"4975","JNE3631-DR-M","JNE3631",2,"DRESS","M","Blue"
"4976","JNE3631-DR-S","JNE3631",5,"DRESS","S","Blue"
"4977","JNE3631-DR-XL","JNE3631",2,"DRESS","XL","Blue"
"4978","JNE3631-DR-XS","JNE3631",4,"DRESS","XS","Blue"
"4979","JNE3631-DR-XXL","JNE3631",2,"DRESS","XXL","Blue"
"4980","JNE3631-DR-XXXL","JNE3631",2,"DRESS","XXXL","Blue"
"4981","JNE3633-KR-L","JNE3633",52,"KURTA","L","Green"
"4982","JNE3633-KR-M","JNE3633",55,"KURTA","M","Green"
"4983","JNE3633-KR-S","JNE3633",30,"KURTA","S","Green"
"4984","JNE3633-KR-XL","JNE3633",27,"KURTA","XL","Green"
"4985","JNE3633-KR-XS","JNE3633",8,"KURTA","XS","Green"
"4986","JNE3633-KR-XXL","JNE3633",11,"KURTA","XXL","Green"
"4987","JNE3633-KR-XXXL","JNE3633",13,"KURTA","XXXL","Green"
"4988","JNE3634-KR-L","JNE3634",19,"KURTA","L","Teal"
"4989","JNE3634-KR-M","JNE3634",21,"KURTA","M","Teal"
"4990","JNE3634-KR-S","JNE3634",54,"KURTA","S","Teal"
"4991","JNE3634-KR-XL","JNE3634",9,"KURTA","XL","Teal"
"4992","JNE3634-KR-XS","JNE3634",29,"KURTA","XS","Teal"
"4993","JNE3634-KR-XXL","JNE3634",103,"KURTA","XXL","Teal"
"4994","JNE3634-KR-XXXL","JNE3634",3,"KURTA","XXXL","Teal"
"4995","JNE3635-KR-L","JNE3635",105,"KURTA","L","Maroon"
"4996","JNE3635-KR-M","JNE3635",102,"KURTA","M","Maroon"
"4997","JNE3635-KR-S","JNE3635",101,"KURTA","S","Maroon"
"4998","JNE3635-KR-XL","JNE3635",88,"KURTA","XL","Maroon"
"4999","JNE3635-KR-XS","JNE3635",23,"KURTA","XS","Maroon"
"5000","JNE3635-KR-XXL","JNE3635",87,"KURTA","XXL","Maroon"
"5001","JNE3635-KR-XXXL","JNE3635",7,"KURTA","XXXL","Maroon"
"5002","JNE3636-KR-L","JNE3636",51,"KURTA","L","Maroon"
"5003","JNE3636-KR-M","JNE3636",62,"KURTA","M","Maroon"
"5004","JNE3636-KR-S","JNE3636",14,"KURTA","S","Maroon"
"5005","JNE3636-KR-XL","JNE3636",61,"KURTA","XL","Maroon"
"5006","JNE3636-KR-XS","JNE3636",7,"KURTA","XS","Maroon"
"5007","JNE3636-KR-XXL","JNE3636",74,"KURTA","XXL","Maroon"
"5008","JNE3636-KR-XXXL","JNE3636",8,"KURTA","XXXL","Maroon"
"5009","JNE3637-KR-L","JNE3637",2,"KURTA","L","Charcoal"
"5010","JNE3637-KR-M","JNE3637",11,"KURTA","M","Charcoal"
"5011","JNE3637-KR-S","JNE3637",53,"KURTA","S","Charcoal"
"5012","JNE3637-KR-XL","JNE3637",1,"KURTA","XL","Charcoal"
"5013","JNE3637-KR-XS","JNE3637",27,"KURTA","XS","Charcoal"
"5014","JNE3637-KR-XXL","JNE3637",2,"KURTA","XXL","Charcoal"
"5015","JNE3637-KR-XXXL","JNE3637",12,"KURTA","XXXL","Charcoal"
"5016","JNE3638-KR-L","JNE3638",58,"KURTA","L","Orange"
"5017","JNE3638-KR-M","JNE3638",72,"KURTA","M","Orange"
"5018","JNE3638-KR-S","JNE3638",28,"KURTA","S","Orange"
"5019","JNE3638-KR-XL","JNE3638",73,"KURTA","XL","Orange"
"5020","JNE3638-KR-XS","JNE3638",37,"KURTA","XS","Orange"
"5021","JNE3638-KR-XXL","JNE3638",21,"KURTA","XXL","Orange"
"5022","JNE3638-KR-XXXL","JNE3638",29,"KURTA","XXXL","Orange"
"5023","JNE3639-TP-L","JNE3639",30,"TOP","L","Maroon"
"5024","JNE3639-TP-M","JNE3639",8,"TOP","M","Maroon"
"5025","JNE3639-TP-S","JNE3639",10,"TOP","S","Maroon"
"5026","JNE3639-TP-XL","JNE3639",5,"TOP","XL","Maroon"
"5027","JNE3639-TP-XS","JNE3639",21,"TOP","XS","Maroon"
"5028","JNE3639-TP-XXL","JNE3639",15,"TOP","XXL","Maroon"
"5029","JNE3640-TP-L","JNE3640",61,"TOP","L","Green"
"5030","JNE3640-TP-M","JNE3640",56,"TOP","M","Green"
"5031","JNE3640-TP-S","JNE3640",6,"TOP","S","Green"
"5032","JNE3640-TP-XL","JNE3640",6,"TOP","XL","Green"
"5033","JNE3640-TP-XS","JNE3640",18,"TOP","XS","Green"
"5034","JNE3640-TP-XXL","JNE3640",3,"TOP","XXL","Green"
"5035","JNE3641-TP-L","JNE3641",0,"TOP","L","Black"
"5036","JNE3641-TP-M","JNE3641",0,"TOP","M","Black"
"5037","JNE3641-TP-S","JNE3641",4,"TOP","S","Black"
"5038","JNE3641-TP-XL","JNE3641",0,"TOP","XL","Black"
"5039","JNE3641-TP-XS","JNE3641",3,"TOP","XS","Black"
"5040","JNE3641-TP-XXL","JNE3641",2,"TOP","XXL","Black"
"5041","JNE3642-TP-L","JNE3642",2,"TOP","L","Peach"
"5042","JNE3642-TP-M","JNE3642",0,"TOP","M","Peach"
"5043","JNE3642-TP-S","JNE3642",0,"TOP","S","Peach"
"5044","JNE3642-TP-XL","JNE3642",3,"TOP","XL","Peach"
"5045","JNE3642-TP-XS","JNE3642",3,"TOP","XS","Peach"
"5046","JNE3642-TP-XXL","JNE3642",3,"TOP","XXL","Peach"
"5047","JNE3643-TP-L","JNE3643",0,"TOP","L","Cream"
"5048","JNE3643-TP-M","JNE3643",1,"TOP","M","Cream"
"5049","JNE3643-TP-S","JNE3643",2,"TOP","S","Cream"
"5050","JNE3643-TP-XL","JNE3643",2,"TOP","XL","Cream"
"5051","JNE3643-TP-XS","JNE3643",4,"TOP","XS","Cream"
"5052","JNE3643-TP-XXL","JNE3643",2,"TOP","XXL","Cream"
"5053","JNE3644-TP-L","JNE3644",1,"TOP","L","Blue"
"5054","JNE3644-TP-M","JNE3644",0,"TOP","M","Blue"
"5055","JNE3644-TP-S","JNE3644",1,"TOP","S","Blue"
"5056","JNE3644-TP-XL","JNE3644",3,"TOP","XL","Blue"
"5057","JNE3644-TP-XS","JNE3644",1,"TOP","XS","Blue"
"5058","JNE3644-TP-XXL","JNE3644",3,"TOP","XXL","Blue"
"5059","JNE3645-TP-L","JNE3645",205,"TOP","L","Red"
"5060","JNE3645-TP-M","JNE3645",214,"TOP","M","Red"
"5061","JNE3645-TP-S","JNE3645",315,"TOP","S","Red"
"5062","JNE3645-TP-XL","JNE3645",81,"TOP","XL","Red"
"5063","JNE3645-TP-XS","JNE3645",288,"TOP","XS","Red"
"5064","JNE3645-TP-XXL","JNE3645",99,"TOP","XXL","Red"
"5065","JNE3647-TP-L","JNE3647",1,"TOP","L","Pink"
"5066","JNE3647-TP-M","JNE3647",2,"TOP","M","Pink"
"5067","JNE3647-TP-S","JNE3647",2,"TOP","S","Pink"
"5068","JNE3647-TP-XL","JNE3647",1,"TOP","XL","Pink"
"5069","JNE3647-TP-XS","JNE3647",6,"TOP","XS","Pink"
"5070","JNE3647-TP-XXL","JNE3647",1,"TOP","XXL","Pink"
"5071","JNE3648-TP-L","JNE3648",6,"TOP","L","Cream"
"5072","JNE3648-TP-M","JNE3648",3,"TOP","M","Cream"
"5073","JNE3648-TP-S","JNE3648",7,"TOP","S","Cream"
"5074","JNE3648-TP-XL","JNE3648",5,"TOP","XL","Cream"
"5075","JNE3648-TP-XS","JNE3648",4,"TOP","XS","Cream"
"5076","JNE3648-TP-XXL","JNE3648",7,"TOP","XXL","Cream"
"5077","JNE3649-TP-L","JNE3649",1,"TOP","L","Black"
"5078","JNE3649-TP-M","JNE3649",0,"TOP","M","Black"
"5079","JNE3649-TP-S","JNE3649",2,"TOP","S","Black"
"5080","JNE3649-TP-XL","JNE3649",3,"TOP","XL","Black"
"5081","JNE3649-TP-XS","JNE3649",4,"TOP","XS","Black"
"5082","JNE3649-TP-XXL","JNE3649",2,"TOP","XXL","Black"
"5083","JNE3651-TP-L","JNE3651",19,"TOP","L","Maroon"
"5084","JNE3651-TP-M","JNE3651",7,"TOP","M","Maroon"
"5085","JNE3651-TP-S","JNE3651",11,"TOP","S","Maroon"
"5086","JNE3651-TP-XL","JNE3651",3,"TOP","XL","Maroon"
"5087","JNE3651-TP-XS","JNE3651",19,"TOP","XS","Maroon"
"5088","JNE3651-TP-XXL","JNE3651",6,"TOP","XXL","Maroon"
"5089","JNE3652-TP-L","JNE3652",9,"TOP","L","OFF WHITE"
"5090","JNE3652-TP-M","JNE3652",3,"TOP","M","OFF WHITE"
"5091","JNE3652-TP-S","JNE3652",2,"TOP","S","OFF WHITE"
"5092","JNE3652-TP-XL","JNE3652",5,"TOP","XL","OFF WHITE"
"5093","JNE3652-TP-XS","JNE3652",2,"TOP","XS","OFF WHITE"
"5094","JNE3652-TP-XXL","JNE3652",4,"TOP","XXL","OFF WHITE"
"5095","JNE3652-TP-XXXL","JNE3652",1,"TOP","XXXL","OFF WHITE"
"5096","JNE3653-TP-L","JNE3653",2,"TOP","L","Cream"
"5097","JNE3653-TP-M","JNE3653",1,"TOP","M","Cream"
"5098","JNE3653-TP-S","JNE3653",0,"TOP","S","Cream"
"5099","JNE3653-TP-XL","JNE3653",4,"TOP","XL","Cream"
"5100","JNE3653-TP-XS","JNE3653",3,"TOP","XS","Cream"
"5101","JNE3653-TP-XXL","JNE3653",3,"TOP","XXL","Cream"
"5102","JNE3654-TP-L","JNE3654",7,"TOP","L","Blue"
"5103","JNE3654-TP-M","JNE3654",4,"TOP","M","Blue"
"5104","JNE3654-TP-S","JNE3654",2,"TOP","S","Blue"
"5105","JNE3654-TP-XL","JNE3654",11,"TOP","XL","Blue"
"5106","JNE3654-TP-XS","JNE3654",3,"TOP","XS","Blue"
"5107","JNE3654-TP-XXL","JNE3654",4,"TOP","XXL","Blue"
"5108","JNE3655-TP-L","JNE3655",27,"TOP","L","Blue"
"5109","JNE3655-TP-M","JNE3655",1,"TOP","M","Blue"
"5110","JNE3655-TP-S","JNE3655",12,"TOP","S","Blue"
"5111","JNE3655-TP-XL","JNE3655",33,"TOP","XL","Blue"
"5112","JNE3655-TP-XS","JNE3655",8,"TOP","XS","Blue"
"5113","JNE3655-TP-XXL","JNE3655",35,"TOP","XXL","Blue"
"5114","JNE3656-TP-L","JNE3656",70,"TOP","L","Black"
"5115","JNE3656-TP-M","JNE3656",52,"TOP","M","Black"
"5116","JNE3656-TP-S","JNE3656",49,"TOP","S","Black"
"5117","JNE3656-TP-XL","JNE3656",67,"TOP","XL","Black"
"5118","JNE3656-TP-XS","JNE3656",26,"TOP","XS","Black"
"5119","JNE3656-TP-XXL","JNE3656",54,"TOP","XXL","Black"
"5120","JNE3657-TP-L","JNE3657",2,"TOP","L","Black"
"5121","JNE3657-TP-M","JNE3657",2,"TOP","M","Black"
"5122","JNE3657-TP-S","JNE3657",0,"TOP","S","Black"
