"","SKU.Code","Design.No.","Stock","Category","Size","Color"
"400","BTM048-PP-XXXL","BTM048",16,"PALAZZO","XXXL","Green"
"401","BTM049-SHA-L","BTM049",19,"SHARARA","L","TEAL BLUE "
"402","BTM049-SHA-M","BTM049",22,"SHARARA","M","TEAL BLUE "
"403","BTM049-SHA-S","BTM049",29,"SHARARA","S","TEAL BLUE "
"404","BTM049-SHA-XL","BTM049",25,"SHARARA","XL","TEAL BLUE "
"405","BTM049-SHA-XXL","BTM049",28,"SHARARA","XXL","TEAL BLUE "
"406","BTM050-SHA-L","BTM050",20,"SHARARA","L","Cream"
"407","BTM050-SHA-M","BTM050",25,"SHARARA","M","Cream"
"408","BTM050-SHA-S","BTM050",26,"SHARARA","S","Cream"
"409","BTM050-SHA-XL","BTM050",23,"SHARARA","XL","Cream"
"410","BTM050-SHA-XXL","BTM050",25,"SHARARA","XXL","Cream"
"411","BTM051-SHA-L","BTM051",28,"SHARARA","L","Black"
"412","BTM051-SHA-M","BTM051",30,"SHARARA","M","Black"
"413","BTM051-SHA-S","BTM051",34,"SHARARA","S","Black"
"414","BTM051-SHA-XL","BTM051",32,"SHARARA","XL","Black"
"415","BTM051-SHA-XXL","BTM051",35,"SHARARA","XXL","Black"
"416","BTM052-SHA-L","BTM052",32,"SHARARA","L","Pink"
"417","BTM052-SHA-M","BTM052",27,"SHARARA","M","Pink"
"418","BTM052-SHA-S","BTM052",42,"SHARARA","S","Pink"
"419","BTM052-SHA-XL","BTM052",37,"SHARARA","XL","Pink"
"420","BTM052-SHA-XXL","BTM052",36,"SHARARA","XXL","Pink"
"421","BTM053-SHA-L","BTM053",17,"SHARARA","L","Red"
"422","BTM053-SHA-M","BTM053",34,"SHARARA","M","Red"
"423","BTM053-SHA-S","BTM053",41,"SHARARA","S","Red"
"424","BTM053-SHA-XL","BTM053",36,"SHARARA","XL","Red"
"425","BTM053-SHA-XXL","BTM053",39,"SHARARA","XXL","Red"
"426","BTM054-SK-L","BTM054",31,"SKIRT","L","Black"
"427","BTM054-SK-M","BTM054",35,"SKIRT","M","Black"
"428","BTM054-SK-S","BTM054",37,"SKIRT","S","Black"
"429","BTM054-SK-XL","BTM054",36,"SKIRT","XL","Black"
"430","BTM054-SK-XXL","BTM054",38,"SKIRT","XXL","Black"
"431","BTM055-SK-L","BTM055",31,"SKIRT","L","OFF WHITE"
"432","BTM055-SK-M","BTM055",33,"SKIRT","M","OFF WHITE"
"433","BTM055-SK-S","BTM055",36,"SKIRT","S","OFF WHITE"
"434","BTM055-SK-XL","BTM055",36,"SKIRT","XL","OFF WHITE"
"435","BTM055-SK-XXL","BTM055",36,"SKIRT","XXL","OFF WHITE"
"436","BTM056-SHA-L","BTM056",21,"SHARARA","L","Black"
"437","BTM056-SHA-M","BTM056",31,"SHARARA","M","Black"
"438","BTM056-SHA-S","BTM056",32,"SHARARA","S","Black"
"439","BTM056-SHA-XL","BTM056",31,"SHARARA","XL","Black"
"440","BTM056-SHA-XXL","BTM056",31,"SHARARA","XXL","Black"
"441","BTM057-SHA-L","BTM057",30,"SHARARA","L","Navy Blue"
"442","BTM057-SHA-M","BTM057",30,"SHARARA","M","Navy Blue"
"443","BTM057-SHA-S","BTM057",31,"SHARARA","S","Navy Blue"
"444","BTM057-SHA-XL","BTM057",33,"SHARARA","XL","Navy Blue"
"445","BTM057-SHA-XXL","BTM057",31,"SHARARA","XXL","Navy Blue"
"446","BTM058-SHA-L","BTM058",26,"SHARARA","L","Cream"
"447","BTM058-SHA-M","BTM058",28,"SHARARA","M","Cream"
"448","BTM058-SHA-S","BTM058",33,"SHARARA","S","Cream"
"449","BTM058-SHA-XL","BTM058",30,"SHARARA","XL","Cream"
"450","BTM058-SHA-XXL","BTM058",30,"SHARARA","XXL","Cream"
"451","BTM059-SK-L","BTM059",29,"SKIRT","L","OFF WHITE"
"452","BTM059-SK-M","BTM059",32,"SKIRT","M","OFF WHITE"
"453","BTM059-SK-S","BTM059",34,"SKIRT","S","OFF WHITE"
"454","BTM059-SK-XL","BTM059",32,"SKIRT","XL","OFF WHITE"
"455","BTM059-SK-XXL","BTM059",34,"SKIRT","XXL","OFF WHITE"
"456","BTM060-SK-L","BTM060",33,"SKIRT","L","Black"
"457","BTM060-SK-M","BTM060",30,"SKIRT","M","Black"
"458","BTM060-SK-S","BTM060",34,"SKIRT","S","Black"
"459","BTM060-SK-XL","BTM060",33,"SKIRT","XL","Black"
"460","BTM060-SK-XXL","BTM060",33,"SKIRT","XXL","Black"
"461","CH201-RED-L","CH201",3,"AN : LEGGINGS","L","Red"
"462","CH201-RED-M","CH201",3,"AN : LEGGINGS","M","Red"
"463","CH201-RED-S","CH201",6,"AN : LEGGINGS","S","Red"
"464","CH201-RED-XL","CH201",4,"AN : LEGGINGS","XL","Red"
"465","CH201-RED-XXL","CH201",2,"AN : LEGGINGS","XXL","Red"
"466","CH202-ORANGE-L","CH202",3,"AN : LEGGINGS","L","Orange"
"467","CH202-ORANGE-M","CH202",8,"AN : LEGGINGS","M","Orange"
"468","CH202-ORANGE-S","CH202",7,"AN : LEGGINGS","S","Orange"
"469","CH202-ORANGE-XL","CH202",5,"AN : LEGGINGS","XL","Orange"
"470","CH202-ORANGE-XXL","CH202",3,"AN : LEGGINGS","XXL","Orange"
"471","CH203-MAROON-L","CH203",6,"AN : LEGGINGS","L","Maroon"
"472","CH203-MAROON-M","CH203",4,"AN : LEGGINGS","M","Maroon"
"473","CH203-MAROON-S","CH203",2,"AN : LEGGINGS","S","Maroon"
"474","CH203-MAROON-XL","CH203",3,"AN : LEGGINGS","XL","Maroon"
"475","CH203-MAROON-XXL","CH203",2,"AN : LEGGINGS","XXL","Maroon"
"476","CH204-PURPLE-L","CH204",3,"AN : LEGGINGS","L","Purple"
"477","CH204-PURPLE-M","CH204",3,"AN : LEGGINGS","M","Purple"
"478","CH204-PURPLE-S","CH204",5,"AN : LEGGINGS","S","Purple"
"479","CH204-PURPLE-XL","CH204",2,"AN : LEGGINGS","XL","Purple"
"480","CH204-PURPLE-XXL","CH204",2,"AN : LEGGINGS","XXL","Purple"
"481","CH205-YELLOW-L","CH205",3,"AN : LEGGINGS","L","Yellow"
"482","CH205-YELLOW-M","CH205",4,"AN : LEGGINGS","M","Yellow"
"483","CH205-YELLOW-S","CH205",12,"AN : LEGGINGS","S","Yellow"
"484","CH205-YELLOW-XL","CH205",5,"AN : LEGGINGS","XL","Yellow"
"485","CH205-YELLOW-XXL","CH205",2,"AN : LEGGINGS","XXL","Yellow"
"486","CH206-GREEN-L","CH206",5,"AN : LEGGINGS","L","Green"
"487","CH206-GREEN-M","CH206",6,"AN : LEGGINGS","M","Green"
"488","CH206-GREEN-S","CH206",10,"AN : LEGGINGS","S","Green"
"489","CH206-GREEN-XL","CH206",5,"AN : LEGGINGS","XL","Green"
"490","CH206-GREEN-XXL","CH206",2,"AN : LEGGINGS","XXL","Green"
"491","CH207-PINK-L","CH207",3,"AN : LEGGINGS","L","Pink"
"492","CH207-PINK-M","CH207",3,"AN : LEGGINGS","M","Pink"
"493","CH207-PINK-S","CH207",5,"AN : LEGGINGS","S","Pink"
"494","CH207-PINK-XL","CH207",2,"AN : LEGGINGS","XL","Pink"
"495","CH207-PINK-XXL","CH207",2,"AN : LEGGINGS","XXL","Pink"
"496","CH208-MUSTARD-L","CH208",7,"AN : LEGGINGS","L","Mustard"
"497","CH208-MUSTARD-M","CH208",13,"AN : LEGGINGS","M","Mustard"
"498","CH208-MUSTARD-S","CH208",7,"AN : LEGGINGS","S","Mustard"
"499","CH208-MUSTARD-XL","CH208",4,"AN : LEGGINGS","XL","Mustard"
"500","CH208-MUSTARD-XXL","CH208",4,"AN : LEGGINGS","XXL","Mustard"
"501","CH209-BIEGE-L","CH209",3,"AN : LEGGINGS","L","Beige"
"502","CH209-BIEGE-M","CH209",3,"AN : LEGGINGS","M","Beige"
"503","CH209-BIEGE-S","CH209",4,"AN : LEGGINGS","S","Beige"
"504","CH209-BIEGE-XL","CH209",4,"AN : LEGGINGS","XL","Beige"
"505","CH209-BIEGE-XXL","CH209",2,"AN : LEGGINGS","XXL","Beige"
"506","CH210-NAVY-L","CH210",2,"AN : LEGGINGS","L","Navy Blue"
"507","CH210-NAVY-M","CH210",4,"AN : LEGGINGS","M","Navy Blue"
"508","CH210-NAVY-S","CH210",3,"AN : LEGGINGS","S","Navy Blue"
"509","CH210-NAVY-XL","CH210",2,"AN : LEGGINGS","XL","Navy Blue"
"510","CH210-NAVY-XXL","CH210",3,"AN : LEGGINGS","XXL","Navy Blue"
"511","CH211-BLACK-L","CH211",2,"AN : LEGGINGS","L","Black"
"512","CH211-BLACK-M","CH211",5,"AN : LEGGINGS","M","Black"
"513","CH211-BLACK-S","CH211",3,"AN : LEGGINGS","S","Black"
"514","CH211-BLACK-XL","CH211",3,"AN : LEGGINGS","XL","Black"
"515","CH211-BLACK-XXL","CH211",1,"AN : LEGGINGS","XXL","Black"
"516","CH212-WHITE-L","CH212",2,"AN : LEGGINGS","L","White"
"517","CH212-WHITE-M","CH212",2,"AN : LEGGINGS","M","White"
"518","CH212-WHITE-S","CH212",2,"AN : LEGGINGS","S","White"
"519","CH212-WHITE-XL","CH212",2,"AN : LEGGINGS","XL","White"
"520","CH212-WHITE-XXL","CH212",1,"AN : LEGGINGS","XXL","White"
"521","CH213-BROWN-L","CH213",4,"AN : LEGGINGS","L","Brown"
"522","CH213-BROWN-M","CH213",4,"AN : LEGGINGS","M","Brown"
"523","CH213-BROWN-S","CH213",4,"AN : LEGGINGS","S","Brown"
"524","CH213-BROWN-XL","CH213",3,"AN : LEGGINGS","XL","Brown"
"525","CH213-BROWN-XXL","CH213",3,"AN : LEGGINGS","XXL","Brown"
"526","J0001-DR-L","J0001",2,"DRESS","L","Pink"
"527","J0001-DR-M","J0001",19,"DRESS","M","Pink"
"528","J0001-DR-S","J0001",9,"DRESS","S","Pink"
"529","J0001-DR-XL","J0001",26,"DRESS","XL","Pink"
"530","J0001-DR-XS","J0001",42,"DRESS","XS","Pink"
"531","J0001-DR-XXL","J0001",20,"DRESS","XXL","Pink"
"532","J0001-DR-XXXL","J0001",14,"DRESS","XXXL","Pink"
"533","J0002-SKD-L","J0002",93,"KURTA SET","L","Peach"
"534","J0002-SKD-M","J0002",82,"KURTA SET","M","Peach"
"535","J0002-SKD-S","J0002",165,"KURTA SET","S","Peach"
"536","J0002-SKD-XL","J0002",62,"KURTA SET","XL","Peach"
"537","J0002-SKD-XS","J0002",97,"KURTA SET","XS","Peach"
"538","J0002-SKD-XXL","J0002",73,"KURTA SET","XXL","Peach"
"539","J0002-SKD-XXXL","J0002",7,"KURTA SET","XXXL","Peach"
"540","J0003-SET-L","J0003",3,"KURTA SET","L","Mustard"
"541","J0003-SET-M","J0003",7,"KURTA SET","M","Mustard"
"542","J0003-SET-S","J0003",9,"KURTA SET","S","Mustard"
"543","J0003-SET-XL","J0003",5,"KURTA SET","XL","Mustard"
"544","J0003-SET-XS","J0003",13,"KURTA SET","XS","Mustard"
"545","J0003-SET-XXL","J0003",3,"KURTA SET","XXL","Mustard"
"546","J0003-SET-XXXL","J0003",9,"KURTA SET","XXXL","Mustard"
"547","J0004-SKD-L","J0004",57,"KURTA SET","L","Grey"
"548","J0004-SKD-M","J0004",61,"KURTA SET","M","Grey"
"549","J0004-SKD-S","J0004",58,"KURTA SET","S","Grey"
"550","J0004-SKD-XL","J0004",18,"KURTA SET","XL","Grey"
"551","J0004-SKD-XS","J0004",53,"KURTA SET","XS","Grey"
"552","J0004-SKD-XXL","J0004",11,"KURTA SET","XXL","Grey"
"553","J0004-SKD-XXXL","J0004",33,"KURTA SET","XXXL","Grey"
"554","J0005-DR-L","J0005",20,"DRESS","L","Light Green"
"555","J0005-DR-M","J0005",49,"DRESS","M","Light Green"
"556","J0005-DR-S","J0005",29,"DRESS","S","Light Green"
"557","J0005-DR-XL","J0005",31,"DRESS","XL","Light Green"
"558","J0005-DR-XS","J0005",45,"DRESS","XS","Light Green"
"559","J0005-DR-XXL","J0005",30,"DRESS","XXL","Light Green"
"560","J0005-DR-XXXL","J0005",73,"DRESS","XXXL","Light Green"
"561","J0006-SET-L","J0006",132,"DRESS","L","Mustard"
"562","J0006-SET-M","J0006",86,"DRESS","M","Mustard"
"563","J0006-SET-S","J0006",51,"DRESS","S","Mustard"
"564","J0006-SET-XL","J0006",23,"DRESS","XL","Mustard"
"565","J0006-SET-XS","J0006",149,"DRESS","XS","Mustard"
"566","J0006-SET-XXL","J0006",35,"DRESS","XXL","Mustard"
"567","J0006-SET-XXXL","J0006",33,"DRESS","XXXL","Mustard"
"568","J0007-SKD-L","J0007",11,"KURTA SET","L","Red"
"569","J0007-SKD-M","J0007",6,"KURTA SET","M","Red"
"570","J0007-SKD-S","J0007",31,"KURTA SET","S","Red"
"571","J0007-SKD-XL","J0007",13,"KURTA SET","XL","Red"
"572","J0007-SKD-XS","J0007",89,"KURTA SET","XS","Red"
"573","J0007-SKD-XXL","J0007",19,"KURTA SET","XXL","Red"
"574","J0007-SKD-XXXL","J0007",45,"KURTA SET","XXXL","Red"
"575","J0008-SKD-L","J0008",89,"KURTA SET","L","Mustard"
"576","J0008-SKD-M","J0008",29,"KURTA SET","M","Mustard"
"577","J0008-SKD-S","J0008",171,"KURTA SET","S","Mustard"
"578","J0008-SKD-XL","J0008",318,"KURTA SET","XL","Mustard"
"579","J0008-SKD-XS","J0008",161,"KURTA SET","XS","Mustard"
"580","J0008-SKD-XXL","J0008",28,"KURTA SET","XXL","Mustard"
"581","J0008-SKD-XXXL","J0008",51,"KURTA SET","XXXL","Mustard"
"582","J0009-SKD-L","J0009",30,"KURTA SET","L","Pink"
"583","J0009-SKD-M","J0009",88,"KURTA SET","M","Pink"
"584","J0009-SKD-S","J0009",44,"KURTA SET","S","Pink"
"585","J0009-SKD-XL","J0009",34,"KURTA SET","XL","Pink"
"586","J0009-SKD-XS","J0009",64,"KURTA SET","XS","Pink"
"587","J0009-SKD-XXL","J0009",13,"KURTA SET","XXL","Pink"
"588","J0009-SKD-XXXL","J0009",26,"KURTA SET","XXXL","Pink"
"589","J0010-LCD-L","J0010",11,"LEHENGA CHOLI","L","Peach"
"590","J0010-LCD-M","J0010",3,"LEHENGA CHOLI","M","Peach"
"591","J0010-LCD-S","J0010",14,"LEHENGA CHOLI","S","Peach"
"592","J0010-LCD-XL","J0010",10,"LEHENGA CHOLI","XL","Peach"
"593","J0010-LCD-XS","J0010",7,"LEHENGA CHOLI","XS","Peach"
"594","J0010-LCD-XXL","J0010",37,"LEHENGA CHOLI","XXL","Peach"
"595","J0010-LCD-XXXL","J0010",45,"LEHENGA CHOLI","XXXL","Peach"
"596","J0011-LCD-L","J0011",71,"LEHENGA CHOLI","L","Pink"
"597","J0011-LCD-M","J0011",13,"LEHENGA CHOLI","M","Pink"
"598","J0011-LCD-S","J0011",9,"LEHENGA CHOLI","S","Pink"
"599","J0011-LCD-XL","J0011",3,"LEHENGA CHOLI","XL","Pink"
"600","J0011-LCD-XS","J0011",7,"LEHENGA CHOLI","XS","Pink"
"601","J0011-LCD-XXL","J0011",41,"LEHENGA CHOLI","XXL","Pink"
"602","J0011-LCD-XXXL","J0011",29,"LEHENGA CHOLI","XXXL","Pink"
"603","J0012-SKD-L","J0012",10,"KURTA SET","L","Green"
"604","J0012-SKD-M","J0012",57,"KURTA SET","M","Green"
"605","J0012-SKD-S","J0012",136,"KURTA SET","S","Green"
"606","J0012-SKD-XL","J0012",25,"KURTA SET","XL","Green"
"607","J0012-SKD-XS","J0012",93,"KURTA SET","XS","Green"
"608","J0012-SKD-XXL","J0012",22,"KURTA SET","XXL","Green"
"609","J0012-SKD-XXXL","J0012",69,"KURTA SET","XXXL","Green"
"610","J0013-SKD-L","J0013",7,"KURTA SET","L","Light Green"
"611","J0013-SKD-M","J0013",4,"KURTA SET","M","Light Green"
"612","J0013-SKD-S","J0013",8,"KURTA SET","S","Light Green"
"613","J0013-SKD-XL","J0013",4,"KURTA SET","XL","Light Green"
"614","J0013-SKD-XS","J0013",17,"KURTA SET","XS","Light Green"
"615","J0013-SKD-XXL","J0013",5,"KURTA SET","XXL","Light Green"
"616","J0013-SKD-XXXL","J0013",6,"KURTA SET","XXXL","Light Green"
"617","J0014-LCD-L","J0014",28,"LEHENGA CHOLI","L","Mustard"
"618","J0014-LCD-M","J0014",4,"LEHENGA CHOLI","M","Mustard"
"619","J0014-LCD-S","J0014",70,"LEHENGA CHOLI","S","Mustard"
"620","J0014-LCD-XL","J0014",27,"LEHENGA CHOLI","XL","Mustard"
"621","J0014-LCD-XS","J0014",17,"LEHENGA CHOLI","XS","Mustard"
"622","J0014-LCD-XXL","J0014",29,"LEHENGA CHOLI","XXL","Mustard"
"623","J0014-LCD-XXXL","J0014",72,"LEHENGA CHOLI","XXXL","Mustard"
"624","J0015-DR-L","J0015",0,"DRESS","L","Light Pink"
"625","J0015-DR-M","J0015",1,"DRESS","M","Light Pink"
"626","J0015-DR-S","J0015",3,"DRESS","S","Light Pink"
"627","J0015-DR-XL","J0015",2,"DRESS","XL","Light Pink"
"628","J0015-DR-XS","J0015",4,"DRESS","XS","Light Pink"
"629","J0015-DR-XXL","J0015",0,"DRESS","XXL","Light Pink"
"630","J0015-DR-XXXL","J0015",0,"DRESS","XXXL","Light Pink"
"631","J0016-DR-L","J0016",2,"DRESS","L","Mustard"
"632","J0016-DR-M","J0016",2,"DRESS","M","Mustard"
"633","J0016-DR-S","J0016",2,"DRESS","S","Mustard"
"634","J0016-DR-XL","J0016",1,"DRESS","XL","Mustard"
"635","J0016-DR-XS","J0016",2,"DRESS","XS","Mustard"
"636","J0016-DR-XXL","J0016",2,"DRESS","XXL","Mustard"
"637","J0016-DR-XXXL","J0016",1,"DRESS","XXXL","Mustard"
"638","J0019-SET-L","J0019",0,"SET","L","Red"
"639","J0019-SET-M","J0019",0,"SET","M","Red"
"640","J0019-SET-S","J0019",4,"SET","S","Red"
"641","J0019-SET-XS","J0019",9,"SET","XS","Red"
"642","J0019-SET-XXL","J0019",1,"SET","XXL","Red"
"643","J0019-SET-XXXL","J0019",1,"SET","XXXL","Red"
"644","J0020-SET-L","J0020",2,"SET","L","Yellow"
"645","J0020-SET-M","J0020",3,"SET","M","Yellow"
"646","J0020-SET-S","J0020",4,"SET","S","Yellow"
"647","J0020-SET-XL","J0020",3,"SET","XL","Yellow"
"648","J0020-SET-XS","J0020",11,"SET","XS","Yellow"
"649","J0020-SET-XXL","J0020",3,"SET","XXL","Yellow"
"650","J0020-SET-XXXL","J0020",3,"SET","XXXL","Yellow"
"651","J0021-TP-L","J0021",0,"TOP","L","Red"
"652","J0021-TP-M","J0021",1,"TOP","M","Red"
"653","J0021-TP-S","J0021",1,"TOP","S","Red"
"654","J0021-TP-XL","J0021",0,"TOP","XL","Red"
"655","J0021-TP-XS","J0021",3,"TOP","XS","Red"
"656","J0021-TP-XXL","J0021",1,"TOP","XXL","Red"
"657","J0021-TP-XXXL","J0021",1,"TOP","XXXL","Red"
"658","J0022-KR-L","J0022",2,"KURTA","L","Lemon Yellow"
"659","J0022-KR-S","J0022",1,"KURTA","S","Lemon Yellow"
"660","J0022-KR-XS","J0022",2,"KURTA","XS","Lemon Yellow"
"661","J0022-KR-XXXL","J0022",2,"KURTA","XXXL","Lemon Yellow"
"662","J0023-TP-L","J0023",4,"TOP","L","Turquoise Blue"
"663","J0023-TP-M","J0023",2,"TOP","M","Turquoise Blue"
"664","J0023-TP-S","J0023",6,"TOP","S","Turquoise Blue"
"665","J0023-TP-XL","J0023",3,"TOP","XL","Turquoise Blue"
"666","J0023-TP-XS","J0023",4,"TOP","XS","Turquoise Blue"
"667","J0023-TP-XXL","J0023",6,"TOP","XXL","Turquoise Blue"
"668","J0023-TP-XXXL","J0023",1,"TOP","XXXL","Turquoise Blue"
"669","J0024-KR-L","J0024",135,"KURTA","L","Sea Green"
"670","J0024-KR-M","J0024",94,"KURTA","M","Sea Green"
"671","J0024-KR-S","J0024",176,"KURTA","S","Sea Green"
"672","J0024-KR-XL","J0024",83,"KURTA","XL","Sea Green"
"673","J0024-KR-XS","J0024",151,"KURTA","XS","Sea Green"
"674","J0024-KR-XXL","J0024",92,"KURTA","XXL","Sea Green"
"675","J0024-KR-XXXL","J0024",63,"KURTA","XXXL","Sea Green"
"676","J0025-DR-L","J0025",1,"DRESS","L","Sea Green"
"677","J0025-DR-M","J0025",0,"DRESS","M","Sea Green"
"678","J0025-DR-S","J0025",4,"DRESS","S","Sea Green"
"679","J0025-DR-XL","J0025",0,"DRESS","XL","Sea Green"
"680","J0025-DR-XS","J0025",7,"DRESS","XS","Sea Green"
"681","J0025-DR-XXL","J0025",3,"DRESS","XXL","Sea Green"
"682","J0025-DR-XXXL","J0025",4,"DRESS","XXXL","Sea Green"
"683","J0026-KR-L","J0026",1,"KURTA","L","Turquoise Green"
"684","J0026-KR-M","J0026",1,"KURTA","M","Turquoise Green"
"685","J0026-KR-S","J0026",0,"KURTA","S","Turquoise Green"
"686","J0026-KR-XL","J0026",0,"KURTA","XL","Turquoise Green"
"687","J0026-KR-XS","J0026",3,"KURTA","XS","Turquoise Green"
"688","J0026-KR-XXL","J0026",1,"KURTA","XXL","Turquoise Green"
"689","J0026-KR-XXXL","J0026",0,"KURTA","XXXL","Turquoise Green"
"690","J0027-SET-L","J0027",0,"SET","L","Turquoise Green"
"691","J0027-SET-M","J0027",0,"SET","M","Turquoise Green"
"692","J0027-SET-S","J0027",0,"SET","S","Turquoise Green"
"693","J0027-SET-XL","J0027",1,"SET","XL","Turquoise Green"
"694","J0027-SET-XS","J0027",0,"SET","XS","Turquoise Green"
"695","J0027-SET-XXL","J0027",0,"SET","XXL","Turquoise Green"
"696","J0027-SET-XXXL","J0027",0,"SET","XXXL","Turquoise Green"
"697","J0028-KR-L","J0028",2,"KURTA","L","Red"
"698","J0028-KR-M","J0028",0,"KURTA","M","Red"
"699","J0028-KR-S","J0028",1,"KURTA","S","Red"
"700","J0028-KR-XL","J0028",1,"KURTA","XL","Red"
"701","J0028-KR-XS","J0028",4,"KURTA","XS","Red"
"702","J0028-KR-XXL","J0028",1,"KURTA","XXL","Red"
"703","J0028-KR-XXXL","J0028",1,"KURTA","XXXL","Red"
"704","J0029-KR-S","J0029",1,"KURTA","S","Pink"
"705","J0029-KR-XS","J0029",0,"KURTA","XS","Pink"
"706","J0029-KR-XXL","J0029",0,"KURTA","XXL","Pink"
"707","J0029-KR-XXXL","J0029",1,"KURTA","XXXL","Pink"
"708","J0030-TP-L","J0030",1,"TOP","L","Dark Green"
"709","J0030-TP-M","J0030",1,"TOP","M","Dark Green"
"710","J0030-TP-S","J0030",0,"TOP","S","Dark Green"
"711","J0030-TP-XS","J0030",0,"TOP","XS","Dark Green"
"712","J0030-TP-XXL","J0030",0,"TOP","XXL","Dark Green"
"713","J0030-TP-XXXL","J0030",1,"TOP","XXXL","Dark Green"
"714","J0031-TP-XS","J0031",0,"TOP","XS","Turquoise Green"
"715","J0033-KR-L","J0033",0,"KURTA","L","LEMON "
"716","J0033-KR-M","J0033",4,"KURTA","M","LEMON "
"717","J0033-KR-S","J0033",9,"KURTA","S","LEMON "
"718","J0033-KR-XL","J0033",3,"KURTA","XL","LEMON "
"719","J0033-KR-XS","J0033",9,"KURTA","XS","LEMON "
"720","J0033-KR-XXL","J0033",3,"KURTA","XXL","LEMON "
"721","J0033-KR-XXXL","J0033",4,"KURTA","XXXL","LEMON "
"722","J0034-SET-L","J0034",2,"KURTA SET","L","LEMON"
"723","J0034-SET-M","J0034",47,"KURTA SET","M","LEMON"
"724","J0034-SET-S","J0034",34,"KURTA SET","S","LEMON"
"725","J0034-SET-XL","J0034",3,"KURTA SET","XL","LEMON"
"726","J0034-SET-XS","J0034",56,"KURTA SET","XS","LEMON"
"727","J0034-SET-XXL","J0034",4,"KURTA SET","XXL","LEMON"
"728","J0034-SET-XXXL","J0034",4,"KURTA SET","XXXL","LEMON"
"729","J0035-KR-M","J0035",2,"KURTA","M","Lemon Yellow"
"730","J0035-KR-S","J0035",5,"KURTA","S","Lemon Yellow"
"731","J0035-KR-XL","J0035",2,"KURTA","XL","Lemon Yellow"
"732","J0035-KR-XS","J0035",6,"KURTA","XS","Lemon Yellow"
"733","J0035-KR-XXXL","J0035",2,"KURTA","XXXL","Lemon Yellow"
"734","J0036-TP-L","J0036",0,"TOP","L","Grey"
"735","J0036-TP-M","J0036",1,"TOP","M","Grey"
"736","J0036-TP-S","J0036",2,"TOP","S","Grey"
"737","J0036-TP-XL","J0036",1,"TOP","XL","Grey"
"738","J0036-TP-XS","J0036",3,"TOP","XS","Grey"
"739","J0036-TP-XXL","J0036",1,"TOP","XXL","Grey"
"740","J0036-TP-XXXL","J0036",0,"TOP","XXXL","Grey"
"741","J0037-KR-L","J0037",5,"KURTA","L","Sky Blue"
"742","J0037-KR-M","J0037",5,"KURTA","M","Sky Blue"
"743","J0037-KR-S","J0037",9,"KURTA","S","Sky Blue"
"744","J0037-KR-XL","J0037",2,"KURTA","XL","Sky Blue"
"745","J0037-KR-XS","J0037",27,"KURTA","XS","Sky Blue"
"746","J0037-KR-XXL","J0037",7,"KURTA","XXL","Sky Blue"
"747","J0037-KR-XXXL","J0037",5,"KURTA","XXXL","Sky Blue"
"748","J0038-DR-L","J0038",1,"DRESS","L","Peach"
"749","J0038-DR-M","J0038",1,"DRESS","M","Peach"
"750","J0038-DR-S","J0038",2,"DRESS","S","Peach"
"751","J0038-DR-XL","J0038",1,"DRESS","XL","Peach"
"752","J0038-DR-XS","J0038",7,"DRESS","XS","Peach"
"753","J0038-DR-XXL","J0038",1,"DRESS","XXL","Peach"
"754","J0038-DR-XXXL","J0038",2,"DRESS","XXXL","Peach"
"755","J0039-SET-L","J0039",2,"SET","L","Yellow"
"756","J0039-SET-M","J0039",1,"SET","M","Yellow"
"757","J0039-SET-S","J0039",0,"SET","S","Yellow"
"758","J0039-SET-XL","J0039",3,"SET","XL","Yellow"
"759","J0039-SET-XS","J0039",4,"SET","XS","Yellow"
"760","J0039-SET-XXL","J0039",0,"SET","XXL","Yellow"
"761","J0039-SET-XXXL","J0039",0,"SET","XXXL","Yellow"
"762","J0040-SET-L","J0040",1,"SET","L","Light Green"
"763","J0040-SET-M","J0040",1,"SET","M","Light Green"
"764","J0040-SET-S","J0040",0,"SET","S","Light Green"
"765","J0040-SET-XL","J0040",2,"SET","XL","Light Green"
"766","J0040-SET-XS","J0040",4,"SET","XS","Light Green"
"767","J0040-SET-XXL","J0040",0,"SET","XXL","Light Green"
"768","J0040-SET-XXXL","J0040",3,"SET","XXXL","Light Green"
"769","J0041-SET-L","J0041",5,"KURTA SET","L","Light Green"
"770","J0041-SET-M","J0041",2,"KURTA SET","M","Light Green"
"771","J0041-SET-S","J0041",3,"KURTA SET","S","Light Green"
"772","J0041-SET-XL","J0041",7,"KURTA SET","XL","Light Green"
"773","J0041-SET-XS","J0041",3,"KURTA SET","XS","Light Green"
"774","J0041-SET-XXL","J0041",3,"KURTA SET","XXL","Light Green"
"775","J0041-SET-XXXL","J0041",3,"KURTA SET","XXXL","Light Green"
"776","J0042-DR-L","J0042",2,"DRESS","L","Turquoise Blue"
"777","J0042-DR-M","J0042",0,"DRESS","M","Turquoise Blue"
"778","J0042-DR-S","J0042",2,"DRESS","S","Turquoise Blue"
"779","J0042-DR-XL","J0042",1,"DRESS","XL","Turquoise Blue"
"780","J0042-DR-XS","J0042",4,"DRESS","XS","Turquoise Blue"
"781","J0042-DR-XXL","J0042",1,"DRESS","XXL","Turquoise Blue"
"782","J0042-DR-XXXL","J0042",2,"DRESS","XXXL","Turquoise Blue"
"783","J0043-SET-L","J0043",1,"KURTA SET","L","Peach"
